Number of nodes 43013 
 11587 : -8.9252686e+06  5.9891960e+06  3.9152799e+03
 11588 : -8.9528409e+06  6.1140980e+06  2.9875662e+03
 11589 : -9.0025799e+06  6.0593749e+06  2.9214358e+03
 11590 : -9.6791707e+06  6.0534191e+06  3.7337643e+03
 11591 : -9.5598406e+06  5.8850880e+06  2.3233654e+03
 11592 : -9.6606198e+06  5.8969005e+06  2.8124470e+03
 11593 : -9.6846508e+06  5.9657358e+06  3.5207548e+03
 11594 : -9.4899116e+06  5.9703967e+06  2.1369696e+03
 11595 : -9.5690266e+06  6.1404232e+06  3.9693628e+03
 11596 : -9.2036283e+06  6.2048092e+06  1.9926676e+03
 11597 : -9.1616712e+06  6.1510556e+06  1.1626044e+03
 11598 : -9.1424104e+06  6.0957209e+06  2.4019396e+03
 11599 : -9.2769291e+06  6.1834428e+06  1.5772194e+03
 11600 : -9.3102460e+06  6.0394584e+06  1.0994341e+03
 11601 : -9.3641817e+06  6.1837838e+06  1.5458430e+03
 11602 : -9.3974986e+06  6.0397993e+06  1.0680578e+03
 11603 : -9.4766136e+06  6.2098258e+06  2.9004510e+03
 11604 : -9.4974896e+06  6.0550055e+06  2.7733842e+03
 11605 : -9.3178239e+06  6.1240672e+06  1.7358488e+03
 11606 : -9.4442022e+06  5.8095778e+06  7.8421931e+02
 11607 : -9.3742732e+06  5.8948865e+06  5.9782347e+02
 11608 : -9.3802293e+06  5.7581719e+06  4.6305296e+02
 11609 : -9.1055839e+06  5.9628496e+06  3.5997256e+03
 11610 : -9.1221471e+06  6.0106798e+06  3.0553939e+03
 11611 : -9.2899828e+06  5.9544172e+06  1.7528885e+03
 11612 : -9.2103082e+06  6.0386851e+06  2.4206795e+03
 11613 : -9.2743354e+06  5.8941132e+06  1.9190688e+03
 11614 : -9.3246824e+06  5.7266414e+06  1.3297978e+03
 11615 : -9.2303599e+06  5.7015968e+06  3.5072392e+03
 11616 : -9.3030789e+06  5.8030521e+06  1.6307486e+03
 11617 : -9.2187884e+06  5.8625828e+06  2.7858137e+03
 11618 : -9.0401901e+06  5.8863808e+06  4.3305840e+03
 11619 : -8.9794419e+06  5.8640321e+06  4.7800964e+03
 11620 : -9.1362226e+06  5.7161892e+06  4.5264178e+03
 11621 : -9.1246511e+06  5.8771752e+06  3.8049922e+03
 11622 : -9.1533947e+06  5.7861140e+06  3.5166720e+03
 11623 : -8.8853483e+06  5.8354267e+06  5.0274758e+03
 11624 : -8.8581831e+06  5.6368008e+06  5.3757894e+03
 11625 : -8.8045002e+06  5.7142616e+06  4.3173871e+03
 11626 : -8.8266311e+06  5.8294202e+06  5.0693964e+03
 11627 : -8.9651637e+06  5.7721010e+06  4.7832300e+03
 11628 : -8.4999091e+06  5.2817217e+06  4.4452491e+03
 11629 : -8.4314631e+06  5.3747544e+06  6.6538998e+03
 11630 : -8.5182606e+06  5.3922745e+06  5.5142317e+03
 11631 : -8.5784490e+06  5.6092594e+06  3.7077558e+03
 11632 : -8.6339146e+06  5.6303394e+06  4.7347620e+03
 11633 : -8.5181687e+06  5.6640780e+06  6.4416804e+03
 11634 : -8.6155010e+06  5.6864181e+06  4.9740343e+03
 11635 : -8.5585752e+06  5.7134332e+06  5.1152092e+03
 11636 : -9.1041964e+06  5.4118560e+06  5.7002292e+03
 11637 : -8.9204291e+06  5.4611442e+06  5.7647430e+03
 11638 : -9.2806577e+06  5.4844266e+06  5.0041366e+03
 11639 : -9.4100188e+06  5.4753888e+06  2.6989012e+03
 11640 : -9.4154030e+06  5.5605189e+06  3.2331161e+03
 11641 : -9.3751587e+06  5.6095424e+06  2.2892168e+03
 11642 : -9.2808362e+06  5.5844978e+06  4.4666583e+03
 11643 : -9.6516613e+06  5.2323691e+06  4.1152564e+03
 11644 : -9.6007045e+06  5.2994112e+06  4.3888503e+03
 11645 : -9.5162540e+06  5.2932063e+06  2.7665691e+03
 11646 : -9.5572550e+06  5.0487480e+06  4.9709261e+03
 11647 : -9.6194628e+06  5.4963932e+06  3.8491394e+03
 11648 : -9.5350123e+06  5.4901882e+06  2.2268582e+03
 11649 : -9.5403964e+06  5.5753183e+06  2.7610731e+03
 11650 : -9.5668356e+06  5.6173675e+06  3.0080083e+03
 11651 : -9.6339849e+06  5.6310032e+06  2.8850916e+03
 11652 : -1.0300790e+07  5.1083637e+06  3.7060956e+03
 11653 : -9.8073742e+06  5.2370708e+06  3.8569425e+03
 11654 : -9.9197954e+06  5.2910074e+06  4.1414700e+03
 11655 : -1.0249394e+07  5.1985275e+06  2.8131456e+03
 11656 : -1.0022081e+07  5.2954809e+06  3.3885979e+03
 11657 : -1.0128346e+07  5.1011454e+06  3.4222449e+03
 11658 : -9.9746658e+06  5.1868358e+06  3.2821672e+03
 11659 : -9.4313562e+06  3.2422429e+06  4.8486206e+03
 11660 : -9.2864806e+06  3.2179811e+06  4.7514662e+03
 11661 : -9.3328488e+06  3.2840889e+06  4.6934010e+03
 11662 : -9.2474531e+06  3.4318328e+06  5.4505585e+03
 11663 : -9.2478624e+06  3.3274492e+06  4.6830462e+03
 11664 : -9.1429750e+06  3.3780076e+06  5.3426944e+03
 11665 : -9.0004739e+06  3.0915634e+06  5.6457286e+03
 11666 : -9.0413042e+06  3.2982529e+06  5.4947866e+03
 11667 : -8.2319237e+06  4.6499945e+06  4.2643574e+03
 11668 : -8.3041159e+06  4.6100433e+06  5.8223193e+03
 11669 : -8.2538542e+06  4.7129238e+06  5.2615240e+03
 11670 : -8.2337068e+06  4.6792162e+06  4.4445184e+03
 11671 : -8.3511470e+06  4.7012601e+06  5.8191013e+03
 11672 : -8.2906488e+06  4.7570050e+06  5.6297611e+03
 11673 : -8.4549893e+06  4.5625567e+06  5.2815457e+03
 11674 : -8.5020204e+06  4.6537735e+06  5.2783278e+03
 11675 : -8.5258503e+06  4.4747727e+06  5.2810370e+03
 11676 : -8.6030874e+06  4.4292865e+06  5.1709700e+03
 11677 : -8.6719683e+06  4.5005518e+06  5.3065583e+03
 11678 : -1.0425733e+07  5.0805702e+06  3.5394468e+03
 11679 : -1.0576538e+07  4.9332217e+06  3.6967949e+03
 11680 : -1.0304684e+07  4.9831880e+06  4.1485460e+03
 11681 : -1.0818916e+07  4.3064233e+06  2.9568946e+03
 11682 : -1.0694804e+07  4.3084785e+06  3.2659068e+03
 11683 : -1.0880926e+07  4.2233369e+06  3.6009505e+03
 11684 : -1.0699212e+07  4.1537707e+06  3.9658405e+03
 11685 : -1.0575565e+07  4.5381816e+06  3.4128376e+03
 11686 : -1.0623800e+07  4.7982766e+06  3.6262868e+03
 11687 : -1.0476890e+07  4.8204495e+06  3.9113891e+03
 11688 : -1.0481760e+07  3.5981670e+06  4.6238749e+03
 11689 : -1.0487777e+07  3.6466603e+06  3.6724983e+03
 11690 : -1.0355186e+07  3.7409600e+06  3.9601525e+03
 11691 : -1.0356313e+07  3.9262214e+06  4.8507626e+03
 11692 : -1.0230409e+07  3.7102255e+06  4.8680828e+03
 11693 : -1.0189486e+07  4.1153965e+06  4.9757244e+03
 11694 : -1.0238980e+07  4.0373510e+06  4.9782757e+03
 11695 : -1.0168332e+07  3.9164302e+06  5.0999533e+03
 11696 : -9.7132346e+06  4.9331465e+06  5.2016150e+03
 11697 : -9.8163331e+06  4.8457008e+06  5.2188316e+03
 11698 : -1.0026328e+07  4.9763686e+06  4.6641200e+03
 11699 : -9.8726473e+06  5.0620590e+06  4.5240422e+03
 11700 : -9.9749326e+06  5.0665325e+06  3.7711701e+03
 11701 : -1.0509910e+07  4.4026564e+06  3.5382698e+03
 11702 : -1.0360408e+07  4.3088437e+06  4.4078641e+03
 11703 : -1.0458497e+07  4.5499792e+06  3.9663134e+03
 11704 : -9.9591281e+06  4.7325822e+06  3.9459126e+03
 11705 : -1.0169122e+07  4.8632500e+06  3.3912010e+03
 11706 : -1.0294066e+07  4.8354565e+06  3.2245522e+03
 11707 : -1.0341328e+07  4.7005115e+06  3.1540441e+03
 11708 : -1.0015709e+07  4.8286371e+06  3.7401262e+03
 11709 : -1.0275673e+07  4.5649863e+06  3.2794765e+03
 11710 : -1.0198963e+07  4.2674912e+06  4.8805707e+03
 11711 : -1.0060476e+07  4.1796544e+06  5.1323128e+03
 11712 : -1.0231398e+07  4.3731015e+06  4.5644524e+03
 11713 : -1.0114228e+07  4.5236338e+06  3.7521831e+03
 11714 : -9.7718139e+06  4.6245538e+06  5.3976585e+03
 11715 : -9.9711898e+06  4.6074900e+06  3.9189531e+03
 11716 : -9.9269143e+06  4.4156052e+06  5.2039290e+03
 11717 : -8.3908117e+06  5.2149187e+06  4.6478963e+03
 11718 : -8.4431769e+06  5.2533678e+06  3.5170423e+03
 11719 : -8.3747309e+06  5.3464005e+06  5.7256929e+03
 11720 : -8.3101956e+06  5.2967055e+06  4.9935437e+03
 11721 : -8.4405794e+06  5.3129360e+06  4.4893929e+03
 11722 : -8.7411265e+06  3.9666889e+06  3.7273373e+03
 11723 : -8.6188179e+06  3.9280618e+06  5.7821489e+03
 11724 : -8.5808423e+06  3.8665472e+06  5.7737800e+03
 11725 : -8.6506270e+06  3.9645689e+06  5.8057924e+03
 11726 : -8.8221338e+06  3.9633544e+06  6.0460983e+03
 11727 : -9.0089749e+06  3.9166580e+06  5.9710624e+03
 11728 : -8.8941195e+06  3.8409618e+06  5.9217658e+03
 11729 : -9.2182115e+06  3.5100811e+06  5.6002742e+03
 11730 : -9.1790566e+06  3.4605390e+06  5.5257354e+03
 11731 : -9.1137334e+06  3.4562560e+06  5.4924101e+03
 11732 : -9.1153878e+06  3.6665263e+06  5.7610904e+03
 11733 : -8.7883428e+06  4.1214646e+06  4.4869244e+03
 11734 : -8.8098296e+06  4.0856265e+06  2.8878742e+03
 11735 : -8.8058567e+06  4.1695167e+06  4.7562997e+03
 11736 : -8.8908368e+06  4.0822920e+06  5.2066352e+03
 11737 : -9.7295887e+06  5.1803501e+06  2.9016498e+03
 11738 : -9.6351823e+06  4.9967290e+06  3.7573195e+03
 11739 : -9.6388822e+06  5.1209398e+06  3.3380606e+03
 11740 : -9.7945951e+06  5.1256415e+06  3.0797467e+03
 11741 : -9.7948618e+06  5.0053382e+06  3.5687496e+03
 11742 : -8.4461739e+06  4.8904718e+06  4.9525498e+03
 11743 : -8.4677352e+06  4.7978478e+06  5.9007769e+03
 11744 : -8.4595007e+06  4.9523288e+06  5.7892151e+03
 11745 : -8.5359775e+06  4.9625485e+06  5.8977187e+03
 11746 : -8.5538368e+06  4.7273810e+06  5.3112052e+03
 11747 : -9.1300706e+06  5.5137375e+06  4.8115255e+03
 11748 : -8.9463033e+06  5.5630258e+06  4.8760393e+03
 11749 : -9.1302491e+06  5.6138087e+06  4.2740472e+03
 11750 : -9.0532839e+06  5.6983260e+06  4.2834799e+03
 11751 : -8.9591902e+06  5.6697205e+06  4.5308593e+03
 11752 : -9.0214362e+06  5.4940639e+06  4.9198129e+03
 11753 : -8.6251677e+06  5.2460875e+06  4.6482966e+03
 11754 : -8.6501161e+06  5.1618317e+06  5.8427388e+03
 11755 : -8.7965625e+06  5.4000638e+06  5.7723320e+03
 11756 : -8.7159459e+06  5.3785818e+06  4.9677213e+03
 11757 : -8.6435192e+06  5.3566403e+06  5.7172792e+03
 11758 : -8.6225702e+06  5.3056558e+06  5.6206471e+03
 11759 : -8.8716954e+06  5.3311020e+06  5.8161056e+03
 11760 : -9.3209842e+06  3.5591399e+06  5.6435127e+03
 11761 : -9.4570624e+06  3.6167432e+06  5.4585464e+03
 11762 : -9.2181605e+06  3.7155850e+06  5.8043289e+03
 11763 : -9.2525877e+06  3.5878460e+06  5.7186896e+03
 11764 : -9.2179668e+06  5.2854949e+06  5.7048963e+03
 11765 : -9.3473279e+06  5.2764572e+06  3.3996609e+03
 11766 : -9.3883289e+06  5.0319988e+06  5.6040179e+03
 11767 : -9.1093324e+06  5.2658213e+06  5.8131838e+03
 11768 : -9.3920288e+06  5.1562095e+06  5.1847591e+03
 11769 : -8.9854658e+06  5.2047409e+06  5.8207728e+03
 11770 : -8.7122818e+06  4.9288621e+06  5.9410601e+03
 11771 : -8.8139873e+06  4.6109397e+06  5.9723487e+03
 11772 : -8.7301411e+06  4.6936946e+06  5.3545467e+03
 11773 : -8.6958558e+06  4.8377688e+06  5.9769957e+03
 11774 : -8.8099944e+06  5.0370520e+06  5.9220158e+03
 11775 : -9.0476314e+06  4.9717713e+06  5.9190940e+03
 11776 : -9.4699236e+06  4.8052021e+06  5.5802254e+03
 11777 : -9.5730221e+06  4.7177565e+06  5.5974419e+03
 11778 : -9.5850838e+06  4.5926642e+06  5.5704824e+03
 11779 : -9.3046973e+06  4.9126637e+06  5.7940584e+03
 11780 : -9.1292261e+06  4.7449747e+06  5.8953014e+03
 11781 : -9.8989937e+06  4.1023437e+06  5.0630159e+03
 11782 : -9.9084712e+06  4.2544383e+06  4.9678623e+03
 11783 : -9.7654325e+06  4.3382945e+06  5.1346322e+03
 11784 : -8.9067966e+06  4.2760897e+06  5.6183327e+03
 11785 : -8.9011894e+06  4.3782381e+06  5.9831509e+03
 11786 : -8.9917768e+06  4.1888650e+06  6.0686681e+03
 11787 : -8.9456244e+06  4.2321063e+06  5.1799084e+03
 11788 : -8.9593622e+06  4.5713808e+06  6.0311393e+03
 11789 : -9.2164282e+06  4.5122732e+06  5.9061036e+03
 11790 : -9.6113731e+06  4.3943958e+06  5.6921611e+03
 11791 : -9.4125813e+06  4.4875985e+06  5.8919446e+03
 11792 : -9.5929300e+06  4.2332288e+06  5.4560944e+03
 11793 : -9.2427174e+06  4.3140047e+06  6.0277823e+03
 11794 : -9.0771257e+06  4.0459657e+06  6.1131692e+03
 11795 : -9.1491114e+06  3.9235731e+06  5.9888367e+03
 11796 : -9.1319132e+06  4.1957800e+06  6.0864425e+03
 11797 : -9.3280664e+06  4.1711054e+06  6.0722834e+03
 11798 : -9.2138861e+06  3.8164846e+06  5.9257692e+03
 11799 : -9.3510859e+06  3.7378042e+06  5.8833683e+03
 11800 : -9.2820368e+06  3.9457923e+06  6.0678762e+03
 11801 : -9.6182307e+06  4.0823809e+06  5.4066190e+03
 11802 : -9.4641713e+06  4.1384821e+06  5.9641480e+03
 11803 : -9.3533671e+06  4.0202575e+06  6.0228081e+03
 11804 : -9.4181418e+06  3.9131690e+06  5.9597406e+03
 11805 : -9.6950848e+06  3.7602179e+06  5.7702524e+03
 11806 : -9.8769499e+06  3.9403236e+06  5.5618472e+03
 11807 : -9.7249456e+06  4.0151075e+06  5.3973967e+03
 11808 : -9.5961869e+06  3.9203608e+06  5.9054503e+03
 11809 : -1.0472142e+07  1.6757069e+06  4.5836938e+03
 11810 : -1.0484920e+07  1.5373074e+06  4.7763024e+03
 11811 : -1.0214930e+07  2.8896558e+06  4.5966664e+03
 11812 : -1.0663256e+07  2.3767401e+06  3.1144160e+03
 11813 : -1.0620248e+07  2.5038981e+06  4.0214621e+03
 11814 : -1.0275650e+07  2.6390507e+06  4.4947661e+03
 11815 : -1.0464600e+07  2.5408179e+06  3.8387405e+03
 11816 : -1.0523823e+07  1.8811016e+06  2.7558072e+03
 11817 : -1.0591643e+07  1.7955555e+06  3.3457833e+03
 11818 : -1.0548700e+07  1.7334542e+06  4.0094889e+03
 11819 : -1.0430871e+07  1.7420449e+06  3.9334676e+03
 11820 : -1.0772747e+07  1.8575397e+06  3.3867298e+03
 11821 : -1.0820358e+07  1.8066705e+06  2.3861794e+03
 11822 : -1.1009580e+07  1.8421691e+06  3.4746980e+03
 11823 : -1.0732826e+07  2.3217478e+06  2.5463437e+03
 11824 : -1.0952192e+07  2.3700348e+06  4.2125539e+03
 11825 : -1.0744320e+07  2.3954742e+06  4.0753759e+03
 11826 : -1.0540792e+07  2.1061605e+06  4.2988870e+03
 11827 : -1.0601828e+07  2.1852725e+06  4.4798340e+03
 11828 : -1.0663652e+07  2.2141355e+06  3.0347015e+03
 11829 : -1.0607878e+07  2.0438342e+06  3.3181854e+03
 11830 : -1.0772588e+07  2.0245091e+06  3.9625874e+03
 11831 : -1.0744714e+07  2.2328697e+06  3.9956614e+03
 11832 : -9.8185066e+06  3.6762288e+06  5.3791949e+03
 11833 : -1.0015285e+07  3.6043238e+06  4.0892597e+03
 11834 : -1.0062449e+07  3.6501298e+06  4.9389193e+03
 11835 : -1.0117705e+07  3.7452049e+06  5.0432766e+03
 11836 : -1.0000372e+07  3.8563345e+06  5.1707897e+03
 11837 : -9.8263236e+06  3.7690982e+06  5.5051705e+03
 11838 : -9.8854991e+06  3.3222385e+06  3.6283284e+03
 11839 : -9.8399537e+06  3.3224146e+06  3.2524299e+03
 11840 : -9.9384864e+06  3.3377623e+06  3.6673427e+03
 11841 : -9.5409518e+06  3.6698592e+06  4.8684366e+03
 11842 : -9.6052034e+06  3.7052425e+06  5.1129926e+03
 11843 : -9.4392497e+06  3.6900207e+06  5.1718182e+03
 11844 : -9.4349753e+06  3.7909202e+06  5.2932586e+03
 11845 : -9.5063056e+06  3.8653854e+06  5.2481905e+03
 11846 : -9.6130204e+06  3.7981120e+06  5.2389682e+03
 11847 : -9.7809986e+06  3.3831282e+06  4.3017260e+03
 11848 : -9.6604831e+06  3.5398160e+06  5.3913783e+03
 11849 : -9.7247347e+06  3.5751992e+06  5.6359343e+03
 11850 : -9.8559736e+06  3.5840796e+06  5.3708525e+03
 11851 : -9.8211568e+06  3.4223365e+06  4.5782959e+03
 11852 : -9.4978490e+06  1.1399880e+06  5.4056622e+03
 11853 : -9.7784585e+06  1.2022718e+06  5.6684664e+03
 11854 : -9.4733865e+06  1.2907849e+06  4.8166645e+03
 11855 : -9.4374517e+06  2.3552050e+06  4.8772403e+03
 11856 : -9.2657237e+06  2.2681793e+06  5.3335092e+03
 11857 : -9.3484807e+06  2.4231773e+06  5.1847740e+03
 11858 : -1.0048605e+07  1.3225750e+06  5.5080373e+03
 11859 : -1.0188521e+07  1.1921183e+06  5.4662579e+03
 11860 : -1.0387977e+07  1.4151064e+06  5.1437701e+03
 11861 : -1.0257370e+07  1.5620966e+06  4.8751401e+03
 11862 : -9.8338992e+06  1.3742053e+06  5.7303746e+03
 11863 : -9.5243562e+06  1.5814660e+06  5.5721019e+03
 11864 : -9.5288272e+06  1.4627185e+06  4.8785728e+03
 11865 : -9.6755753e+06  1.3712228e+06  5.6253741e+03
 11866 : -9.9457220e+06  1.4915260e+06  5.4649451e+03
 11867 : -1.0367720e+07  2.0011923e+06  3.5101957e+03
 11868 : -1.0434806e+07  1.9388660e+06  2.5294942e+03
 11869 : -1.0341854e+07  1.7998092e+06  3.7071546e+03
 11870 : -1.0418412e+07  1.8575566e+06  3.1329497e+03
 11871 : -1.0369640e+07  2.1923422e+06  4.1449837e+03
 11872 : -1.0430676e+07  2.2714541e+06  4.3259308e+03
 11873 : -1.0348344e+07  2.4109635e+06  4.2271089e+03
 11874 : -9.4166762e+06  1.7135539e+06  5.5100880e+03
 11875 : -9.4076087e+06  1.8554249e+06  5.4924577e+03
 11876 : -9.6233359e+06  1.6752442e+06  5.6252685e+03
 11877 : -9.5058599e+06  2.2495820e+06  5.1592198e+03
 11878 : -9.4002872e+06  2.0020758e+06  5.5224153e+03
 11879 : -9.4326047e+06  2.2062570e+06  5.3411902e+03
 11880 : -9.5083344e+06  1.9539831e+06  5.5932122e+03
 11881 : -1.0204706e+07  1.7409528e+06  4.6487536e+03
 11882 : -1.0107764e+07  1.6187519e+06  5.0162213e+03
 11883 : -9.8930580e+06  1.6703822e+06  5.2385585e+03
 11884 : -1.0192248e+07  1.8564646e+06  3.8482357e+03
 11885 : -9.7470853e+06  1.7398781e+06  5.3465747e+03
 11886 : -9.6394052e+06  1.8719660e+06  5.2845608e+03
 11887 : -9.6320838e+06  2.0186169e+06  5.3145184e+03
 11888 : -9.9091273e+06  1.8671040e+06  4.8978509e+03
 11889 : -1.0241501e+07  2.0990498e+06  4.3799430e+03
 11890 : -1.0203178e+07  2.0131785e+06  3.7763840e+03
 11891 : -1.0205098e+07  2.2043285e+06  4.4111720e+03
 11892 : -1.0066030e+07  1.9543221e+06  4.7179830e+03
 11893 : -9.9200568e+06  2.0238179e+06  4.8259991e+03
 11894 : -9.6296877e+06  2.3324281e+06  4.8495522e+03
 11895 : -9.6248407e+06  2.1834801e+06  5.3135022e+03
 11896 : -9.7559115e+06  2.1014630e+06  5.0048507e+03
 11897 : -9.9128137e+06  2.1886811e+06  4.8249829e+03
 11898 : -1.0113212e+07  2.6133071e+06  3.9981907e+03
 11899 : -1.0201013e+07  2.4985625e+06  3.7814299e+03
 11900 : -1.0185906e+07  2.3852200e+06  3.7305337e+03
 11901 : -1.0057766e+07  2.2919275e+06  3.9654929e+03
 11902 : -9.8936212e+06  2.3695726e+06  4.1443445e+03
 11903 : -9.5758375e+06  2.6162850e+06  5.3259090e+03
 11904 : -9.6533471e+06  2.6749898e+06  4.1083741e+03
 11905 : -9.5990429e+06  2.4893045e+06  5.0041702e+03
 11906 : -9.7180237e+06  2.4232026e+06  5.1584525e+03
 11907 : -9.8629764e+06  2.5264490e+06  4.2989626e+03
 11908 : -9.2978423e+06  3.4275058e+06  5.0173323e+03
 11909 : -9.3436738e+06  3.3346034e+06  4.9531483e+03
 11910 : -9.2982517e+06  3.3231222e+06  4.2498200e+03
 11911 : -9.2586874e+06  3.3779636e+06  4.9427935e+03
 11912 : -9.4301704e+06  3.0977334e+06  4.8010248e+03
 11913 : -9.4268599e+06  2.9240756e+06  5.2144774e+03
 11914 : -9.2912443e+06  2.9409708e+06  5.1642306e+03
 11915 : -9.3714161e+06  2.9000350e+06  5.3082418e+03
 11916 : -9.3307170e+06  3.0849529e+06  5.4071986e+03
 11917 : -9.4841918e+06  3.3027310e+06  4.8953008e+03
 11918 : -9.3852751e+06  3.4489606e+06  5.5075934e+03
 11919 : -9.5213534e+06  3.5065640e+06  5.3226271e+03
 11920 : -9.4311066e+06  3.3560582e+06  5.4434093e+03
 11921 : -9.4196512e+06  3.5267255e+06  5.6260087e+03
 11922 : -9.6230719e+06  3.4497982e+06  5.5588407e+03
 11923 : -9.3965094e+06  3.3950915e+06  4.9998284e+03
 11924 : -9.4311494e+06  3.1862192e+06  4.0405078e+03
 11925 : -9.3316959e+06  3.1734386e+06  4.6466817e+03
 11926 : -9.3780642e+06  3.2395464e+06  4.5886164e+03
 11927 : -9.3326421e+06  3.2280652e+06  3.8852882e+03
 11928 : -9.3768784e+06  3.0950370e+06  4.5410206e+03
 11929 : -9.5745412e+06  3.2163219e+06  4.7540511e+03
 11930 : -9.7203191e+06  3.1789098e+06  4.9845863e+03
 11931 : -9.7322182e+06  3.2634672e+06  4.0917251e+03
 11932 : -9.7134213e+06  3.3633892e+06  5.4175910e+03
 11933 : -9.5742916e+06  3.3301372e+06  5.3488398e+03
 11934 : -9.5438971e+06  3.0896892e+06  4.5840629e+03
 11935 : -9.6896749e+06  3.0522771e+06  4.8145981e+03
 11936 : -9.5405866e+06  2.9160315e+06  4.9975156e+03
 11937 : -9.6113340e+06  2.8801818e+06  3.8856458e+03
 11938 : -9.4896261e+06  2.9985070e+06  5.0845757e+03
 11939 : -9.6339968e+06  3.1170955e+06  5.0376020e+03
 11940 : -9.8276608e+06  2.9824894e+06  4.9124522e+03
 11941 : -9.7493198e+06  2.8103940e+06  3.9834999e+03
 11942 : -1.0033587e+07  2.8023414e+06  4.8874245e+03
 11943 : -9.9589492e+06  2.6618532e+06  4.1740883e+03
 11944 : -9.7833516e+06  2.7154832e+06  5.1881962e+03
 11945 : -9.7413385e+06  2.9206752e+06  4.9654679e+03
 11946 : -9.9892744e+06  3.1236183e+06  4.6985228e+03
 11947 : -9.8954195e+06  3.1480292e+06  3.2756110e+03
 11948 : -9.8514445e+06  3.1054258e+06  4.8566981e+03
 11949 : -9.9315432e+06  3.1564225e+06  3.3358927e+03
 11950 : -9.9031081e+06  2.9738239e+06  5.0075679e+03
 11951 : -1.0047739e+07  3.4284938e+06  4.0455094e+03
 11952 : -9.9886607e+06  3.3902978e+06  3.9282531e+03
 11953 : -1.0030643e+07  3.4951161e+06  3.5576136e+03
 11954 : -9.9651030e+06  3.5759015e+06  4.5824669e+03
 11955 : -9.9302862e+06  3.4141584e+06  3.7899102e+03
 11956 : -9.8713311e+06  3.4748720e+06  4.8392064e+03
 11957 : -1.0186948e+07  3.1382373e+06  3.4926184e+03
 11958 : -1.0123452e+07  3.3206260e+06  3.2718145e+03
 11959 : -1.0091772e+07  3.2007174e+06  3.4743314e+03
 11960 : -1.0064373e+07  3.2824301e+06  3.1545582e+03
 11961 : -1.0367381e+07  3.6088200e+06  4.8960985e+03
 11962 : -1.0373398e+07  3.6573133e+06  3.9447219e+03
 11963 : -1.0311953e+07  3.5782396e+06  4.8204727e+03
 11964 : -1.0248621e+07  3.6265789e+06  4.8526522e+03
 11965 : -1.0303877e+07  3.7216539e+06  4.9570096e+03
 11966 : -1.0156536e+07  3.4358512e+06  3.4708144e+03
 11967 : -1.0139440e+07  3.5024735e+06  2.9829185e+03
 11968 : -1.0249936e+07  3.4999403e+06  3.8003986e+03
 11969 : -1.0186604e+07  3.5482795e+06  3.8325781e+03
 11970 : -1.0459772e+07  3.5181868e+06  4.4624170e+03
 11971 : -1.0404344e+07  3.4876064e+06  4.3867912e+03
 11972 : -1.0528859e+07  3.5367210e+06  4.2356739e+03
 11973 : -5.7294785e+06  8.3348579e+06  1.7381129e+02
 11974 : -5.8255845e+06  8.4489900e+06  1.7381129e+02
 11975 : -1.4976524e+07 -1.8705511e+07  3.8260667e+03
 11976 : -1.5064842e+07 -1.9088933e+07  3.7201894e+03
 11977 : -1.4637336e+07 -1.9527156e+07  3.6053870e+03
 11978 : -1.2888705e+07  4.3143934e+06  2.2994965e+03
 11979 : -4.0606080e+06  2.8163989e+06  1.5684938e+03
 11980 : -3.9584085e+06  2.8291077e+06  1.4178444e+02
 11981 : -5.1793865e+06  3.4386242e+06  4.8566303e+03
 11982 : -5.1121003e+06  3.3289316e+06  5.3239909e+03
 11983 : -6.6424368e+06 -6.9331322e+06  4.8638599e+03
 11984 : -6.7858225e+06 -6.5201944e+06  4.9641660e+03
 11985 : -6.8540554e+06 -6.7685807e+06  4.7941082e+03
 11986 : -6.5067853e+06 -6.8047779e+06  4.9120979e+03
 11987 : -5.3530248e+06  4.5800963e+06  1.2683495e+03
 11988 : -5.3484388e+06  4.6061820e+06  1.6001096e+03
 11989 : -4.4247958e+06  7.5254615e+06  1.8054765e+03
 11990 : -4.4168690e+06  7.6034219e+06  3.2023341e+03
 11991 : -4.4927614e+06  7.4005421e+06  1.7552919e+03
 11992 : -4.4672002e+06  7.3619971e+06  1.6940775e+03
 11993 : -4.4865577e+06  7.3761291e+06  1.3189522e+03
 11994 : -4.4991049e+06  7.4333189e+06  1.8966021e+03
 11995 : -4.4614539e+06  7.4759845e+06  1.0528054e+03
 11996 : -4.4881172e+06  7.4784179e+06  1.3643526e+03
 11997 : -4.4740492e+06  7.4235722e+06  1.2390432e+03
 11998 : -4.5578378e+06  7.5760637e+06  2.1024122e+03
 11999 : -4.5193196e+06  7.5210330e+06  1.8449976e+03
 12000 : -4.5253351e+06  7.5773583e+06  2.5361291e+03
 12001 : -4.5682731e+06  7.5169406e+06  2.5383213e+03
 12002 : -4.5783694e+06  7.5537038e+06  2.8729945e+03
 12003 : -4.5884819e+06  7.4267492e+06  2.0715506e+03
 12004 : -4.6024142e+06  7.4220944e+06  1.7458293e+03
 12005 : -4.6118479e+06  7.4127723e+06  2.1588042e+03
 12006 : -4.6089078e+06  7.3962988e+06  2.6410719e+03
 12007 : -4.5862093e+06  7.3918972e+06  2.1935779e+03
 12008 : -4.5769402e+06  7.4126172e+06  1.7491755e+03
 12009 : -4.5303743e+06  7.4370821e+06  2.8919967e+03
